ninja: Entering directory `build/'
ninja: no work to do.
~/Git/dome/domains ~/Git/dome
~/Git/dome
1, 13
2, 15
3, 17
4, 15
5, 15
6, 14
7, 14
8, 14
9, 14
10, 14
11, 15
12, 15
13, 14
14, 13
15, 14
16, 14
